2024-09-21 20:28:19 root         INFO     Starting GetRecords Consumer


2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': '33f795aa-0676-41db-aeaf-6244d2fad99d', 'customer_number': 202, 'city': 'Oslo', 'country': 'Norway', 'credit_limit': 66457, 'browse_history': [{'product_code': 'S72_1253', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49656043659542161137234131130660019989568820242391498786
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '33f795aa-0676-41db-aeaf-6244d2fad99d', 'customer_number': 202, 'city': 'Oslo', 'country': 'Norway', 'credit_limit': 66457, 'browse_history': [{'product_code': 'S72_1253', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 89999), 'overall_product_quantity': 8, 'overall_in_shopping_cart': 8, 'total_different_products': 1}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': 'bb6b8877-0f3b-432e-9adb-e773a636dc8f', 'customer_number': 355, 'city': 'Torino', 'country': 'Italy', 'credit_limit': 79083, 'browse_history': [{'product_code': 'S12_3990', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_2432', 'quantity': '10', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131130661228915388434940285681698
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'bb6b8877-0f3b-432e-9adb-e773a636dc8f', 'customer_number': 355, 'city': 'Torino', 'country': 'Italy', 'credit_limit': 79083, 'browse_history': [{'product_code': 'S12_3990', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S18_2432', 'quantity': '10', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 90380), 'overall_product_quantity': 13, 'overall_in_shopping_cart': 0, 'total_different_products': 2}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': '410fd16f-6cbc-4c68-9679-bcce93e234d3', 'customer_number': 314, 'city': 'Köln', 'country': 'Germany', 'credit_limit': 63845, 'browse_history': [{'product_code': 'S18_1662', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S10_4698', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S50_1392', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S18_3482', 'quantity': '8', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49656043659542161137234131130663646767027664542232477730
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '410fd16f-6cbc-4c68-9679-bcce93e234d3', 'customer_number': 314, 'city': 'Köln', 'country': 'Germany', 'credit_limit': 63845, 'browse_history': [{'product_code': 'S18_1662', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S10_4698', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S50_1392', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S18_3482', 'quantity': '8', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 90609), 'overall_product_quantity': 27, 'overall_in_shopping_cart': 15, 'total_different_products': 4}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': 'e7a5a8eb-5c93-4242-bebf-eee23b6d800a', 'customer_number': 274, 'city': 'Marseille', 'country': 'France', 'credit_limit': 127490, 'browse_history': [{'product_code': 'S24_1785', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3685', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_2949', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S12_3380', 'quantity': '3', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49656043659542161137234131130669691396125743941578391586
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'e7a5a8eb-5c93-4242-bebf-eee23b6d800a', 'customer_number': 274, 'city': 'Marseille', 'country': 'France', 'credit_limit': 127490, 'browse_history': [{'product_code': 'S24_1785', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3685', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_2949', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S12_3380', 'quantity': '3', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 90838), 'overall_product_quantity': 23, 'overall_in_shopping_cart': 9, 'total_different_products': 4}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': '7fc1b149-e0d5-4e41-8b39-22688e4725b1', 'customer_number': 380, 'city': 'Mannheim', 'country': 'Germany', 'credit_limit': 77216, 'browse_history': [{'product_code': 'S72_3212', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S50_4713', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S10_4962', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S10_4698', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S32_3207', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131130675736025223821897815293986
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '7fc1b149-e0d5-4e41-8b39-22688e4725b1', 'customer_number': 380, 'city': 'Mannheim', 'country': 'Germany', 'credit_limit': 77216, 'browse_history': [{'product_code': 'S72_3212', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S50_4713', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S10_4962', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S10_4698', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S32_3207', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 91068), 'overall_product_quantity': 32, 'overall_in_shopping_cart': 14, 'total_different_products': 5}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': '64b9850d-706c-4913-b5aa-6a1381556ac1', 'customer_number': 115, 'city': 'Cambridge', 'country': 'USA', 'credit_limit': 92515, 'browse_history': [{'product_code': 'S24_2300', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S18_4522', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_2957', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_1984', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S24_1444', 'quantity': '3', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49656043659542161137234131130743435871122241750074130466
2024-09-21 20:28:22 root         INFO     Processed User Session {'session_id': '64b9850d-706c-4913-b5aa-6a1381556ac1', 'customer_number': 115, 'city': 'Cambridge', 'country': 'USA', 'credit_limit': 92515, 'browse_history': [{'product_code': 'S24_2300', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S18_4522', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_2957', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_1984', 'quantity': '3', 'in_shopping_cart': False}, {'product_code': 'S24_1444', 'quantity': '3', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 91286), 'overall_product_quantity': 17, 'overall_in_shopping_cart': 8, 'total_different_products': 5}
2024-09-21 20:28:22 root         INFO     Produced record 49656053247413048067497591510416078613701946806569533458 to Shard shardId-000000000001


2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': 'c4b103a3-1c71-4efc-85ec-a01e691bbdf8', 'customer_number': 129, 'city': 'Bräcke', 'country': 'Sweden', 'credit_limit': 7628, 'browse_history': [{'product_code': 'S18_4409', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3320', 'quantity': '10', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131130840149936691412358928531490
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'c4b103a3-1c71-4efc-85ec-a01e691bbdf8', 'customer_number': 129, 'city': 'Bräcke', 'country': 'Sweden', 'credit_limit': 7628, 'browse_history': [{'product_code': 'S18_4409', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_3320', 'quantity': '10', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 100644), 'overall_product_quantity': 18, 'overall_in_shopping_cart': 0, 'total_different_products': 2}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': '3774c9d6-bb6a-4e78-863e-7cec6842132a', 'customer_number': 187, 'city': 'Singapore', 'country': 'Singapore', 'credit_limit': 66981, 'browse_history': [{'product_code': 'S18_2795', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S12_3148', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_4278', 'quantity': '9', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49656043659542161137234131131184693795281584834815721506
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '3774c9d6-bb6a-4e78-863e-7cec6842132a', 'customer_number': 187, 'city': 'Singapore', 'country': 'Singapore', 'credit_limit': 66981, 'browse_history': [{'product_code': 'S18_2795', 'quantity': '2', 'in_shopping_cart': True}, {'product_code': 'S12_3148', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S24_4278', 'quantity': '9', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 101185), 'overall_product_quantity': 15, 'overall_in_shopping_cart': 11, 'total_different_products': 3}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': '29c12a64-7b74-4885-b325-1f127afad1b7', 'customer_number': 267, 'city': 'Boston', 'country': 'USA', 'credit_limit': 124508, 'browse_history': [{'product_code': 'S24_3420', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S32_1268', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S10_4962', 'quantity': '6', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131131188320572740429272095653922
2024-09-21 20:28:22 root         INFO     Processed User Session {'session_id': '29c12a64-7b74-4885-b325-1f127afad1b7', 'customer_number': 267, 'city': 'Boston', 'country': 'USA', 'credit_limit': 124508, 'browse_history': [{'product_code': 'S24_3420', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S32_1268', 'quantity': '7', 'in_shopping_cart': False}, {'product_code': 'S10_4962', 'quantity': '6', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 101540), 'overall_product_quantity': 16, 'overall_in_shopping_cart': 3, 'total_different_products': 3}
2024-09-21 20:28:22 root         INFO     Produced record 49656053247413048067497591510417287539521561435744239634 to Shard shardId-000000000001


2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': '8bbcb7c3-540a-4634-9af9-2d1e6d946751', 'customer_number': 476, 'city': 'Minato-ku', 'country': 'Japan', 'credit_limit': 19385, 'browse_history': [{'product_code': 'S10_4962', 'quantity': '5', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49656043659542161137234131131199200905116970074358415394
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '8bbcb7c3-540a-4634-9af9-2d1e6d946751', 'customer_number': 476, 'city': 'Minato-ku', 'country': 'Japan', 'credit_limit': 19385, 'browse_history': [{'product_code': 'S10_4962', 'quantity': '5', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 113055), 'overall_product_quantity': 5, 'overall_in_shopping_cart': 5, 'total_different_products': 1}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': '6f5bf627-8e31-420a-816e-1a2dc10da055', 'customer_number': 173, 'city': 'Bridgewater', 'country': 'USA', 'credit_limit': 102036, 'browse_history': [{'product_code': 'S18_1589', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_2325', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S10_1678', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S24_1937', 'quantity': '6', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49656043659542161137234131131216125866591582716824649762
2024-09-21 20:28:22 root         INFO     Processed User Session {'session_id': '6f5bf627-8e31-420a-816e-1a2dc10da055', 'customer_number': 173, 'city': 'Bridgewater', 'country': 'USA', 'credit_limit': 102036, 'browse_history': [{'product_code': 'S18_1589', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_2325', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S10_1678', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S24_1937', 'quantity': '6', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 113363), 'overall_product_quantity': 17, 'overall_in_shopping_cart': 9, 'total_different_products': 4}
2024-09-21 20:28:22 root         INFO     Produced record 49656053247413048067497591510418496465341176064918945810 to Shard shardId-000000000001


2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': 'b260f3dc-bc93-43d9-96aa-1d40e770e510', 'customer_number': 126, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 126914, 'browse_history': [{'product_code': 'S18_1589', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S50_4713', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_4409', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S700_1691', 'quantity': '8', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131131218543718230813693160980514
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'b260f3dc-bc93-43d9-96aa-1d40e770e510', 'customer_number': 126, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 126914, 'browse_history': [{'product_code': 'S18_1589', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S50_4713', 'quantity': '8', 'in_shopping_cart': False}, {'product_code': 'S18_4409', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '6', 'in_shopping_cart': True}, {'product_code': 'S700_1691', 'quantity': '8', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 123251), 'overall_product_quantity': 31, 'overall_in_shopping_cart': 13, 'total_different_products': 5}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': '0fd9ed87-9e4b-419b-b578-b9c09acd8778', 'customer_number': 274, 'city': 'Genève', 'country': 'Switzerland', 'credit_limit': 111282, 'browse_history': [{'product_code': 'S24_2972', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S12_3380', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_3029', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S24_4620', 'quantity': '9', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49656043659542161137234131131230632976426964932710367266
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '0fd9ed87-9e4b-419b-b578-b9c09acd8778', 'customer_number': 274, 'city': 'Genève', 'country': 'Switzerland', 'credit_limit': 111282, 'browse_history': [{'product_code': 'S24_2972', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S12_3380', 'quantity': '1', 'in_shopping_cart': False}, {'product_code': 'S18_3029', 'quantity': '10', 'in_shopping_cart': False}, {'product_code': 'S24_4620', 'quantity': '9', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 123668), 'overall_product_quantity': 24, 'overall_in_shopping_cart': 9, 'total_different_products': 4}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': '63f07054-ac0f-4cd3-b62f-2a5d5ce0d308', 'customer_number': 466, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 84530, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '9', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131131233050828066194397218209826
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '63f07054-ac0f-4cd3-b62f-2a5d5ce0d308', 'customer_number': 466, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 84530, 'browse_history': [{'product_code': 'S32_4485', 'quantity': '9', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 124030), 'overall_product_quantity': 9, 'overall_in_shopping_cart': 0, 'total_different_products': 1}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': 'e153dd56-dc7d-4013-8c63-9e02633b8bd9', 'customer_number': 229, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 60090, 'browse_history': [{'product_code': 'S18_1367', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S32_1374', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_3320', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_1097', 'quantity': '9', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131131234259753885809644868206626
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'e153dd56-dc7d-4013-8c63-9e02633b8bd9', 'customer_number': 229, 'city': 'Münster', 'country': 'Germany', 'credit_limit': 60090, 'browse_history': [{'product_code': 'S18_1367', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S18_3232', 'quantity': '2', 'in_shopping_cart': False}, {'product_code': 'S32_1374', 'quantity': '6', 'in_shopping_cart': False}, {'product_code': 'S18_3320', 'quantity': '3', 'in_shopping_cart': True}, {'product_code': 'S18_1097', 'quantity': '9', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 124247), 'overall_product_quantity': 30, 'overall_in_shopping_cart': 13, 'total_different_products': 5}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': '13e1ed19-1afb-4dac-86c4-af2e87646059', 'customer_number': 213, 'city': 'Glen Waverly', 'country': 'Australia', 'credit_limit': 78155, 'browse_history': [{'product_code': 'S32_3207', 'quantity': '2', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49656043659542161137234131131242722234623114248114405410
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': '13e1ed19-1afb-4dac-86c4-af2e87646059', 'customer_number': 213, 'city': 'Glen Waverly', 'country': 'Australia', 'credit_limit': 78155, 'browse_history': [{'product_code': 'S32_3207', 'quantity': '2', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 124791), 'overall_product_quantity': 2, 'overall_in_shopping_cart': 2, 'total_different_products': 1}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': 'c15e21da-49c5-4ec8-8572-76b613826cd1', 'customer_number': 199, 'city': 'White Plains', 'country': 'USA', 'credit_limit': 47329, 'browse_history': [{'product_code': 'S18_3482', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_2581', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S32_4289', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S700_1938', 'quantity': '4', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131131243931160442729014728065058
2024-09-21 20:28:22 root         INFO     Processed User Session {'session_id': 'c15e21da-49c5-4ec8-8572-76b613826cd1', 'customer_number': 199, 'city': 'White Plains', 'country': 'USA', 'credit_limit': 47329, 'browse_history': [{'product_code': 'S18_3482', 'quantity': '7', 'in_shopping_cart': True}, {'product_code': 'S18_2581', 'quantity': '9', 'in_shopping_cart': False}, {'product_code': 'S32_4289', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S700_1938', 'quantity': '4', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 125971), 'overall_product_quantity': 21, 'overall_in_shopping_cart': 8, 'total_different_products': 4}
2024-09-21 20:28:22 root         INFO     Produced record 49656053247413048067497591510419705391160790694093651986 to Shard shardId-000000000001


2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': 'c70a7914-bcf8-4852-a28a-33bcf47d4acc', 'customer_number': 451, 'city': 'Reims', 'country': 'France', 'credit_limit': 98809, 'browse_history': [{'product_code': 'S18_2248', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_1984', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S24_3191', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_2300', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_1889', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131131248766863721190623803342882
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'c70a7914-bcf8-4852-a28a-33bcf47d4acc', 'customer_number': 451, 'city': 'Reims', 'country': 'France', 'credit_limit': 98809, 'browse_history': [{'product_code': 'S18_2248', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S18_1984', 'quantity': '10', 'in_shopping_cart': True}, {'product_code': 'S24_3191', 'quantity': '1', 'in_shopping_cart': True}, {'product_code': 'S24_2300', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_1889', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 140692), 'overall_product_quantity': 27, 'overall_in_shopping_cart': 20, 'total_different_products': 5}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': '649f89a6-47d3-41b7-812e-f53e7839e4c1', 'customer_number': 424, 'city': 'Bridgewater', 'country': 'USA', 'credit_limit': 84871, 'browse_history': [{'product_code': 'S24_4258', 'quantity': '7', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131131252393641180036641631240226
2024-09-21 20:28:22 root         INFO     Processed User Session {'session_id': '649f89a6-47d3-41b7-812e-f53e7839e4c1', 'customer_number': 424, 'city': 'Bridgewater', 'country': 'USA', 'credit_limit': 84871, 'browse_history': [{'product_code': 'S24_4258', 'quantity': '7', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 147845), 'overall_product_quantity': 7, 'overall_in_shopping_cart': 0, 'total_different_products': 1}
2024-09-21 20:28:22 root         INFO     Produced record 49656053247413048067497591510420914316980405323268358162 to Shard shardId-000000000001


2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': 'b8912d71-774f-4b6c-ad9d-3ea55750e241', 'customer_number': 311, 'city': 'Paris', 'country': 'France', 'credit_limit': 92744, 'browse_history': [{'product_code': 'S18_2325', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_2300', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S18_2319', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_3233', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S700_2466', 'quantity': '10', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131131259647196097729089603895330
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'b8912d71-774f-4b6c-ad9d-3ea55750e241', 'customer_number': 311, 'city': 'Paris', 'country': 'France', 'credit_limit': 92744, 'browse_history': [{'product_code': 'S18_2325', 'quantity': '5', 'in_shopping_cart': True}, {'product_code': 'S24_2300', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S18_2319', 'quantity': '4', 'in_shopping_cart': True}, {'product_code': 'S18_3233', 'quantity': '8', 'in_shopping_cart': True}, {'product_code': 'S700_2466', 'quantity': '10', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 162283), 'overall_product_quantity': 32, 'overall_in_shopping_cart': 17, 'total_different_products': 5}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': 'da0e0e6e-2d7d-441e-9509-c19151361e7b', 'customer_number': 195, 'city': 'Reims', 'country': 'France', 'credit_limit': 132733, 'browse_history': [{'product_code': 'S32_4289', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S50_1341', 'quantity': '3', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131131276572157572344343410245666
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'da0e0e6e-2d7d-441e-9509-c19151361e7b', 'customer_number': 195, 'city': 'Reims', 'country': 'France', 'credit_limit': 132733, 'browse_history': [{'product_code': 'S32_4289', 'quantity': '4', 'in_shopping_cart': False}, {'product_code': 'S50_1341', 'quantity': '3', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 163354), 'overall_product_quantity': 7, 'overall_in_shopping_cart': 0, 'total_different_products': 2}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': 'b98f4608-8e40-4d8c-96e6-a6eb0c526dd1', 'customer_number': 424, 'city': 'Herzlia', 'country': 'Israel', 'credit_limit': 96118, 'browse_history': [{'product_code': 'S12_3380', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S18_1342', 'quantity': '10', 'in_shopping_cart': True}]} from Shard shardId-000000000002 at position 49656043659542161137234131131278990009211573807918088226
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'b98f4608-8e40-4d8c-96e6-a6eb0c526dd1', 'customer_number': 424, 'city': 'Herzlia', 'country': 'Israel', 'credit_limit': 96118, 'browse_history': [{'product_code': 'S12_3380', 'quantity': '5', 'in_shopping_cart': False}, {'product_code': 'S18_1342', 'quantity': '10', 'in_shopping_cart': True}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 164265), 'overall_product_quantity': 15, 'overall_in_shopping_cart': 10, 'total_different_products': 2}}
2024-09-21 20:28:22 root         INFO     Read User Session {'session_id': 'e8ac24f5-7e5a-459a-b732-177774974636', 'customer_number': 490, 'city': 'Brandenburg', 'country': 'Germany', 'credit_limit': 81608, 'browse_history': [{'product_code': 'S24_2022', 'quantity': '8', 'in_shopping_cart': False}]} from Shard shardId-000000000002 at position 49656043659542161137234131131282616786670419963184939042
2024-09-21 20:28:22 root         ERROR    {'message': 'Error producing record', 'error': "'International'", 'record': {'session_id': 'e8ac24f5-7e5a-459a-b732-177774974636', 'customer_number': 490, 'city': 'Brandenburg', 'country': 'Germany', 'credit_limit': 81608, 'browse_history': [{'product_code': 'S24_2022', 'quantity': '8', 'in_shopping_cart': False}], 'processing_timestamp': datetime.datetime(2024, 9, 21, 20, 28, 22, 165216), 'overall_product_quantity': 8, 'overall_in_shopping_cart': 0, 'total_different_products': 1}}
